senseid	   sense	sense_coll	sense_trans	headid
75209007	conductor's baton		дохиур	752090
75209008	piece of furniture		саар хэсэг тавилга	752090
75209009	GB, person		сонин, хажиг хүн	752090
75209010	criticism		буюу	752090
75214701	in shop, warehouse		бэлэн барааа	752147
75214702	supply, store, on large scale		сан хөмрөг, хөрөнгө	752147
75214703	on domestic scale		нөөц	752147
75214704	, finance , capital		хувьцааны хөрөнгө	752147
75214705	descent		удам угсаа, гарал	752147
75214706	standing		нэр хүнд	752147
75214707	, culinary ,		ясны өтгөрүүлсэн шөл	752147
75214708	flower		манжлага цэцэг	752147
75214709	cravat		алчууран зангиа	752147
75214710	cattle		мал	752147
75214711	bloodstock		уралдааны морьд	752147
75224501	SPORT		элгээрээ харайх	752245
75240901	GEN, of tree		хожуул	752409
75240902	of pencil		ёзоор	752409
75240903	of cigarette		иш	752409
75240904	of dog's tail		уг	752409
75240905	of cheque, ticket		тасалбарын үлдэх хувь	752409
75249001	for pigs		гахайн хороо, хашаа	752490
75249002	also stye		нүдний өвдөг	752490
75250201	GEN		зөөлөн, нуугисан	752502
75250202		person	найрсаг, эелдэг	752502
75250301	SPORT	substitute		752503
75257501			халааг нь ав, орыг нь үз	752575
75260501			Судан улс	752605
75261901			зэрлэг хүн	752619
75265001	saxophone		саксофон	752650
75265501			хэлэх	752655
75268401			тэр	752684
75273301			чишшшшш	752733
76000501	, literal , on clothing, jar		шошго	760005
76000502	on diagram		томъёлсон тэмдэг	760005
76000503	FIG		нэр хаяг	760005
76000504	, music , also record		пянзны  шошго	760005
76000505	, computing ,		пискний шошго	760005
76000506	in grammar		тэмдэглэл	760005
76000507	in dictionary		ялгац	760005
76005201	of body		том байдал	760052
76005202	of quantity sum		олон	760052
76012401	time period, lapse		засвар	760124
76012402	deley		хожигдох, оройтох	760124
76012403	criminal		шоронгийн тав	760124
76013001	, music ,		ля	760130
76013301			нуур	760133
76018201			лаос улс	760182
76018301	area of body		өвөр	760183
76018302	of track, raceource		тойрог	760183
76018303	part of journey		замын хэсэг	760183
78003701			люксембург улс	780037
78027001	Social and Liberal Democrat		нийгмийн чөлөөт ардчилсан нам	780270
80000101	on garment, decorative		чимэг, чимээс, гоёоос	800001
80000102	on can		хэл	800001
80000103	on files		хаяг	800001
80000104	for identification		шошго	800001
80000105	US (bill)		тооцооны хуудас	800001
80000106	, computing , (tabulator)		табулятор	800001
80000107	(of word process, typewritter) device		'таб' товч	800001
80000108	setting		'таб'Nicg байрлал	800001
80002101			такограф, тоолуур	800021
80004301			бах мэлхийн шанаганцар	800043
80004401			пүүсүү	800044
80004501	GEN		шошго	800045
80004502	on cat, dog		пайз	800045
80004503	on file		наалт, тэмдэглэлээс	800045
80004504	for hanging		гогцоо	800045
80004505	nickname		хоч	800045
80004506	game		хөөцөлдөж тоглох	800045
80004507	, linguistics ,		хүч нэмэгдүүлэх сул үг	800045
80004508	GEN (quotation)		ишлэл	800045
80004509	hackneyed		улигт үг, амны уншлага	800045
80004510	for criminal		нууц электрон тэмдэг	800045
80005201	GEN , zoology ,		сүүл	800052
80007001	, cinema ,		дубль	800070
80007002	, music ,		кассны орлого	800070
80007003	catch, of fish		барьсан загас	800070
80007004	on game		олз	800070
80010401			цацлага, энгэсэг	800104
80013401			шигшрэг	800134
80013901			наранд борлох	800139
80013902	weather-beaten		нар салхинд гандах	800139
80013903	colour		хүрэн бор өнгө	800139
80017201	for water, gas		хаалт, крант	800172
80017202	blow		тогшилт	800172
80017203	listening device		чагнах хэрэгсэл	800172
80019301	GEN		давирхай, бохь	800193
80019302	on roads		замын хар	800193
80021901			зорилт	800219
80023301		clothing	ноорхой	800233
80023302		book, document	уранхай	800233
80023303		person	нооройсон	800233
80024001	teach			800240
80025001		clothes, jewellery	содон, гяланцаг	800250
80025002		furnishing, house	марзан	800250
80025003	FIG	motives, methods, affair	явуургүй	800250
80025301	on goods, services, property, income, profits		татвар	800253
80028301	written in full as=tablespoon			800283
80028501			цай	800285
80028502	GB (light afternoon meal)		оройн хөнгөн хоол	800285
80028503	for children		өдрийн хөнгөн цай,өдрийн хөнгөн хоол	800285
80028504	evening meal		оройн хоол	800285
80035501	GB ( = technical college)			800355
80036701	bear		тоглоомон бамбарууш	800367
80037001		ideas	аагла, багтаж ядаж бай	800370
80038601	Teaching of English as a Foreign Language		англи хэлийг гадаадынханд заах	800386
80038701	written in full as = telephone		утас	800387
80045501			бөх зүрх	800455
80048201	number		арав	800482
80048202	US		аравтын доллар	800482
80054301			бүлээн, бүлээхэн	800543
80054401			гурван зуун жилийн ой	800544
80059101	= Teaching English as a Second Language		англи хэлийг гадаадынхад заах	800591
80062501			таталт, татран	800625
80062901	of the Germanic		Теутони (Герман, Англи, Саксон, Голланд, Скандинов	800629
80062902	typical of German people		Герман маягийн, Герман хүний	800629
80063001	main written part of a book		бичвэр, текст	800630
80063002	original words of an author, document etc		эх бичиг,эх материал,эх зохиол	800630
80063003	passsge from the Bible		ишлэл, багц ишлэл	800630
80063901	GB (abbrev = Transport and General Worker's Union)		Тээврийн ажилчдын холбоо	800639
80064001			Темза гол	800640
80066701	specifying, identifying etc		нөгөө, уг, энэхүү, тэрхүү	800667
80066702	best etc		тэрхүү	800667
80073401		object, substance, feature	зузаан, бүдүүн	800734
80073402		forest, vegetation, fog	өтгөн	800734
80073403		accent	илэрхий, илт, хэт	800734
80073404	stupid		дүйнгэ, мулгуу, мангар	800734
80073405	friendly		дотно	800734
80073406	unreasonable		хэтэрсэн	800734
80081501	on whip		оосор, хуйв	800815
80081502	on shoe		үдээс	800815
80081503	on gament		бүч	800815
80081504	underwear		ногтон дотоож,ногтон шуудаг	800815
80084601	GB (party)		хөлтэй найр	800846
80084602	, music ,		траш (нэгэн төрлийн рок хөгжим)	800846
80095101			лүгхийх,пидхийх	800951
80098501	blow		тасхийтэл цохих	800985
80098502	with hand		тас буулгах	800985
80098503	sound		тасхийх, часхийх	800985
80098901	your		чиний	800989
80099301	woman`s, Pope`s		титэм	800993
80099401			Төвд	800994
80099501	of clock		чаг чаг дуугарах	800995
80099502	mark on paper		чагт тавих, хошуу зурах	800995
80099503	, zoology ,		хачиг	800995
80099504	GB short time		хором, агшин	800995
80099505	GB credit		зээлээр	800995
80101601		river	татлага	801016
80101602		current, flow, waters	түрлэгний	801016
80101603		energy power	түрлэгний хүчний	801016
80103501	piece of clothing		зангиа	801035
80103502	fastener		оосор, үдээс, уяа	801035
80103503	bond, gen pl		барилдлага	801035
80103504	constraint		тушаа, дараа, татлаа	801035
80103505	GEN, SPORT draw		хайнцах, тэнцэх	801035
80104901			маргаан	801049
80105001			бар	801050
80106401	for roof		вааран хавтан	801064
80106402	for floor, wall		хавтан, хавтанцар	801064
80107401	for building		гуалин, дүнз	801074
80107402	trees		мод	801074
80107403	beam		хөндлөвч мод	801074
80111601	metal		цагаан тугалга	801116
80111602	GB can		лааз	801116
80111603	container, for biscuits, cake		төмөр хайрцаг	801116
80111604	for paint		лааз	801116
80111605	for baking		хэв	801116
80111606	for roasting		хайруул, хайруулын таваг	801116
80114301	end, of stick, sword, pen, cue, ski		үзүүр	801143
80114302	of shoe		хоншоор	801143
80114303	of spire		орой	801143
80114304	of landmass		хошуу	801143
80114305	of finger, nose, tongue, wing		үзүүр	801143
80114306	protective cover, on umbrella		үзүүр	801143
80114307	on shoe heel		тах, зан	801143
80114308	GB waste dump		хог хаях газар	801143
80114309	GB mess		новшрох	801143
80114310	gratuity		гар цайлгах мөнгө	801143
80114311	practical hint		санамж зөвлөгөө	801143
80114312	in betting, speculation		дохио	801143
80115901	US		хаймаран дугуй	801159
80116801	, anatomy , botany ,		эд	801168
80116802	handkerchief		амны алчуур	801168
80116803	FIG		орооцолдоон	801168
80116901	, zoology ,		хөх бух	801169
80118401			сандрах, догдлох	801184
80119201			бах	801192
80120201			тамхи	801202
80120701	FIG		өнөөдөр	801207
80120702	, literal ,		өнөө үе	801207
80121401	, anatomy ,		хөлийн хуруу	801214
80121402	of sock, shoe		хоншоор	801214
